"","Site","Date","Season","Transect","Quadrat","drift_quad_winter","drift_quad_spring","Latitude","Longitude","Side","Cr_NC","Cr_Cor","Cr_AC","Filament","Corticated","Foliose","Leathery","Kelp","Kelp_species","SG","BR","Mussel","Anemone","Barnacle","Other","Other.spp.","Drift_Kelp","Drift.Kelp.Spp.","Rock","Boulder","Cobble","Sand","density","Urchin_.0.5","Urchin_.1","Urchin_1","Urchin_2","Urchin_3","Urchin_4","Urchin_5","Urchin_.6","Urchins_measured","Notes","total","fleshy","coralline","crust","invert","non_food","big_urchins"
"127","Pt. Lobos",2023-02-03,"Winter","CQ","2",NA,1,36.51931,-121.95365,NA,1.06382978723404,70.2127659574468,7.4468085106383,0,0,0,8.51063829787234,1.06382978723404,"Egregia menziesii",0,3.19148936170213,0,7.4468085106383,0,1.06382978723404,"tubeworms",0,"",100,0,0,0,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",94,9.57446808510638,77.6595744680851,78.7234042553191,8.51063829787234,11.7021276595745,NA
"128","Pt. Lobos",2023-02-03,"Winter","CQ","3",NA,1,36.5193,-121.95363,NA,4.5045045045045,57.6576576576577,8.10810810810811,0,0,0.900900900900901,11.7117117117117,1.8018018018018,"1 Laminaria setchellii, 1 Egregia menziesii",0,13.5135135135135,0.900900900900901,0,0.900900900900901,0,"",0,"",100,0,0,0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",111,14.4144144144144,65.7657657657658,70.2702702702703,1.8018018018018,15.3153153153153,NA
"129","Pt. Lobos",2023-02-03,"Winter","CQ","4",NA,2,36.51929,-121.95285,NA,10.2362204724409,37.7952755905512,17.3228346456693,0,0,2.36220472440945,0,22.0472440944882,"Egregia menziesii",0,1.5748031496063,6.2992125984252,0.78740157480315,0,1.5748031496063,"1 sponge 1 tubeworm",0,"",100,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",127,24.4094488188976,55.1181102362205,65.3543307086614,8.66141732283464,10.2362204724409,NA
"130","Pt. Lobos",2023-02-03,"Winter","CQ","5",NA,2,36.51936,-121.95286,NA,5.98290598290598,23.0769230769231,17.9487179487179,0,0,0,0.854700854700855,24.7863247863248,"Egregia menziesii",0,0.854700854700855,23.0769230769231,0.854700854700855,0.854700854700855,1.70940170940171,"sponge",0,"",100,0,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",117,25.6410256410256,41.025641025641,47.008547008547,26.4957264957265,27.3504273504274,NA
"131","Soberanes Pt.",2023-02-04,"Winter","CQ","1",1,1,36.45287,-121.93005,NA,21.4285714285714,26.7857142857143,14.2857142857143,0,0.892857142857143,4.46428571428571,1.78571428571429,8.03571428571429,"Egregia menziesii",0,8.92857142857143,2.67857142857143,4.46428571428571,5.35714285714286,0.892857142857143,"sponge",0,"",100,0,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",112,15.1785714285714,41.0714285714286,62.5,13.3928571428571,22.3214285714286,NA
"132","Soberanes Pt.",2023-02-04,"Winter","CQ","2",1,1,36.45289,-121.93018,NA,16.8421052631579,13.6842105263158,16.8421052631579,0,0,10.5263157894737,10.5263157894737,1.05263157894737,"Laminaria setchellii",0,9.47368421052632,1.05263157894737,9.47368421052632,6.31578947368421,4.21052631578947,"sponge",0,"",100,0,0,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",95,22.1052631578947,30.5263157894737,47.3684210526316,21.0526315789474,30.5263157894737,NA
"133","Soberanes Pt.",2023-02-04,"Winter","CQ","3",1,1,36.45284,-121.93004,NA,16.9811320754717,45.2830188679245,6.60377358490566,0,0,1.88679245283019,1.88679245283019,9.43396226415094,"Egregia menziesii",0,10.377358490566,0.943396226415094,3.77358490566038,0.943396226415094,1.88679245283019,"tubeworms",0,"",100,0,0,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",106,13.2075471698113,51.8867924528302,68.8679245283019,7.54716981132075,17.9245283018868,NA
"134","Soberanes Pt.",2023-02-04,"Winter","CQ","4",2,NA,36.45248,-121.92967,NA,15.1785714285714,21.4285714285714,11.6071428571429,0,3.57142857142857,0.892857142857143,2.67857142857143,0,"",0,37.5,1.78571428571429,3.57142857142857,1.78571428571429,0,"",0,"",100,0,0,0,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",112,7.14285714285714,33.0357142857143,48.2142857142857,7.14285714285714,44.6428571428571,NA
"135","Soberanes Pt.",2023-02-04,"Winter","CQ","5",NA,2,36.45243,-121.92991,NA,13.6752136752137,5.12820512820513,0.854700854700855,0,0,0,0,0,"",0,29.9145299145299,41.025641025641,5.98290598290598,3.41880341880342,0,"",0,"",100,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",117,0,5.98290598290598,19.6581196581197,50.4273504273504,80.3418803418803,NA
"136","Pt. Lobos",2023-04-13,"Spring","CQ","1",NA,1,36.51927,-121.95354,NA,32.3809523809524,5.71428571428571,0,0,0,2.85714285714286,1.9047619047619,0,"",0,49.5238095238095,0,0,7.61904761904762,0,"",0,"",100,0,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",105,4.76190476190476,5.71428571428571,38.0952380952381,7.61904761904762,57.1428571428571,NA
"137","Pt. Lobos",2023-04-13,"Spring","CQ","2",NA,1,36.51933,-121.95357,NA,15.5038759689922,30.2325581395349,6.2015503875969,0,0.775193798449612,2.32558139534884,6.2015503875969,14.7286821705426,"Egregia menziesii",0,21.7054263565891,0.775193798449612,0.775193798449612,0.775193798449612,0,"",0,"",75,0,25,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",129,24.031007751938,36.4341085271318,51.937984496124,2.32558139534884,24.031007751938,NA
"138","Pt. Lobos",2023-04-13,"Spring","CQ","3",NA,1,36.51932,-121.95353,NA,25.5102040816327,29.5918367346939,6.12244897959184,17.3469387755102,0,11.2244897959184,3.06122448979592,3.06122448979592,"Egregia menziesii",0,4.08163265306122,0,0,0,0,"",0,"",25,70,5,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",98,17.3469387755102,35.7142857142857,61.2244897959184,0,4.08163265306122,NA
"139","Pt. Lobos",2023-04-13,"Spring","CQ","4",NA,2,36.51938,-121.95283,NA,0,5.10204081632653,45.9183673469388,0,0,0,2.04081632653061,25.5102040816327,"Egregia menziesii, Alaria marginata",0,2.04081632653061,13.265306122449,3.06122448979592,1.02040816326531,2.04081632653061,"",0,"",100,0,0,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",98,27.5510204081633,51.0204081632653,51.0204081632653,19.3877551020408,21.4285714285714,NA
"140","Pt. Lobos",2023-04-13,"Spring","CQ","5",NA,2,36.51931,-121.95284,NA,3.2,49.6,8,0,0,2.4,1.6,31.2,"Egregia menziesii",0,1.6,1.6,0.8,0,0,"",0,"",100,0,0,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,35.2,57.6,60.8,2.4,4,NA
"141","Carmel Pt.",2023-04-14,"Spring","CQ","1",1,1,36.54441,-121.93384,NA,14.8514851485149,13.8613861386139,12.8712871287129,0,2.97029702970297,3.96039603960396,8.91089108910891,2.97029702970297,"Egregia menziesii",3.96039603960396,33.6633663366337,0,0.99009900990099,0,0.99009900990099,"tube snail",0,"",0,70,30,0,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",101,18.8118811881188,26.7326732673267,41.5841584158416,1.98019801980198,35.6435643564356,NA
"142","Carmel Pt.",2023-04-14,"Spring","CQ","2",1,1,36.5442,-121.93389,NA,13.8211382113821,19.5121951219512,20.3252032520325,0,0.813008130081301,2.4390243902439,5.69105691056911,0,"",4.8780487804878,29.2682926829268,0,0.813008130081301,0.813008130081301,1.6260162601626,"sponge",0,"",0,80,0,20,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",123,8.94308943089431,39.8373983739837,53.6585365853659,3.2520325203252,32.520325203252,NA
"143","Carmel Pt.",2023-04-14,"Spring","CQ","3",NA,NA,36.54404,-121.9341,NA,17.0212765957447,19.1489361702128,17.0212765957447,0,0,4.25531914893617,9.57446808510638,0,"",0,28.7234042553192,0,1.06382978723404,1.06382978723404,2.12765957446809,"1 sponge 1 tubesnail",0,"",15,80,5,0,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",94,13.8297872340426,36.1702127659574,53.1914893617021,4.25531914893617,32.9787234042553,NA
"144","Carmel Pt.",2023-04-14,"Spring","CQ","4",2,2,36.54378,-121.93429,NA,4.0650406504065,17.8861788617886,15.4471544715447,0,0.813008130081301,32.520325203252,11.3821138211382,7.31707317073171,"Egregia menziesii",0,5.69105691056911,1.6260162601626,0.813008130081301,0,2.4390243902439,"sponge",0,"",NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",123,52.0325203252033,33.3333333333333,37.3983739837398,4.87804878048781,10.5691056910569,NA
"145","Carmel Pt.",2023-04-14,"Spring","CQ","5",2,2,36.54361,-121.93428,NA,8.08080808080808,17.1717171717172,2.02020202020202,0,0,24.2424242424242,26.2626262626263,0,"",0,19.1919191919192,1.01010101010101,1.01010101010101,1.01010101010101,0,"",0,"",35,50,15,0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",99,50.5050505050505,19.1919191919192,27.2727272727273,3.03030303030303,22.2222222222222,NA
"146","Pescadero Pt.",2023-04-15,"Spring","CQ","1",2,NA,36.56153,-121.95472,NA,4.12371134020619,2.06185567010309,0,59.7938144329897,0,13.4020618556701,10.3092783505155,5.15463917525773,"3 Costaria costata, 2 Egregia menziesii",0,4.12371134020619,0,1.03092783505155,0,0,"",0,"",100,0,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",97,28.8659793814433,2.06185567010309,6.18556701030928,1.03092783505155,5.15463917525773,NA
"147","Pescadero Pt.",2023-04-15,"Spring","CQ","2",NA,1,36.56123,-121.95451,NA,26.5486725663717,15.929203539823,8.84955752212389,0,2.65486725663717,2.65486725663717,0,3.53982300884956,"Alaria marginata",0,20.353982300885,2.65486725663717,13.2743362831858,0,3.53982300884956,"sponge",0,"",100,0,0,0,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",113,8.8495575221239,24.7787610619469,51.3274336283186,19.4690265486726,39.8230088495575,NA
"148","Pescadero Pt.",2023-04-15,"Spring","CQ","3",NA,1,36.56126,-121.95438,NA,29.1666666666667,25,2.08333333333333,1.04166666666667,1.04166666666667,0,0,0,"",0,40.625,0,1.04166666666667,0,0,"",1,"Alaria marginata",100,0,0,0,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",96,1.04166666666667,27.0833333333333,56.25,1.04166666666667,41.6666666666667,NA
"149","Pescadero Pt.",2023-04-15,"Spring","CQ","4",NA,1,36.56108,-121.95433,NA,15,20.8333333333333,15.8333333333333,1.66666666666667,0,0.833333333333333,0,6.66666666666667,"Alaria marginata",0,9.16666666666667,14.1666666666667,10,3.33333333333333,2.5,"1 tunicate 2 sponge",0,"",100,0,0,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",120,7.5,36.6666666666667,51.6666666666667,30,39.1666666666667,NA
"150","Pescadero Pt.",2023-04-15,"Spring","CQ","5",1,2,36.56109,-121.95412,NA,12.0967741935484,18.5483870967742,4.03225806451613,22.5806451612903,0,6.45161290322581,0.806451612903226,5.64516129032258,"3 Costaria costata 4 Alaria marginata",0,25,1.61290322580645,1.61290322580645,0.806451612903226,0.806451612903226,"tubesnail",3,"Egregia menziesii",75,20,5,0,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",124,12.9032258064516,22.5806451612903,34.6774193548387,4.83870967741935,29.8387096774194,NA
"151","Hopkins",2023-04-16,"Spring","CQ","1",1,1,36.62172,-121.90375,NA,1.8018018018018,0.900900900900901,0,0,0,0,0.900900900900901,0,"",0,81.0810810810811,11.7117117117117,2.7027027027027,0.900900900900901,0,"",0,"",90,0,0,10,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",111,0.900900900900901,0.900900900900901,2.7027027027027,15.3153153153153,96.3963963963964,NA
"152","Hopkins",2023-04-16,"Spring","CQ","2",NA,NA,36.6217,-121.90329,NA,4.76190476190476,0.952380952380952,12.3809523809524,0,0.952380952380952,0,0.952380952380952,0,"",0.952380952380952,41.9047619047619,34.2857142857143,0,0.952380952380952,1.9047619047619,"tube worm",0,"",100,0,0,0,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",105,1.9047619047619,13.3333333333333,18.0952380952381,37.1428571428571,79.047619047619,NA
"153","Hopkins",2023-04-16,"Spring","CQ","3",NA,NA,36.62157,-121.90327,NA,25.4545454545455,9.09090909090909,7.27272727272727,0,2.72727272727273,0,16.3636363636364,0,"",0,10.9090909090909,23.6363636363636,2.72727272727273,0.909090909090909,0.909090909090909,"tube worm",0,"",100,0,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",110,19.0909090909091,16.3636363636364,41.8181818181818,28.1818181818182,39.0909090909091,NA
"154","Hopkins",2023-04-16,"Spring","CQ","4",2,2,36.6214,-121.90308,NA,43.75,4.16666666666667,0,0,0,0,0,0,"",0,25,19.7916666666667,6.25,1.04166666666667,0,"",0,"",100,0,0,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",96,0,4.16666666666667,47.9166666666667,27.0833333333333,52.0833333333333,NA
"155","Hopkins",2023-04-16,"Spring","CQ","5",NA,NA,36.62115,-121.90308,NA,9.61538461538462,7.69230769230769,5.76923076923077,0,1.92307692307692,0,55.7692307692308,0,"",4.80769230769231,3.84615384615385,7.69230769230769,0.961538461538462,1.92307692307692,0,"",0,"",100,0,0,0,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",104,57.6923076923077,13.4615384615385,23.0769230769231,10.5769230769231,14.4230769230769,NA
"156","China Rock",2023-04-20,"Spring","CQ","1",1,1,36.60637,-121.95952,NA,25.2631578947368,21.0526315789474,10.5263157894737,0,0,0,1.05263157894737,0,"",3.15789473684211,26.3157894736842,7.36842105263158,4.21052631578947,1.05263157894737,0,"",0,"",99,0,1,0,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",95,1.05263157894737,31.578947368421,56.8421052631579,12.6315789473684,38.9473684210526,NA
"157","China Rock",2023-04-20,"Spring","CQ","2",1,1,36.60622,-121.95956,NA,13.7254901960784,7.84313725490196,2.94117647058824,0,6.86274509803922,0,7.84313725490196,0,"",3.92156862745098,54.9019607843137,0.980392156862745,0.980392156862745,0,0,"",10,"Dictoneuropsis reticulata",0,70,30,0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",102,14.7058823529412,10.7843137254902,24.5098039215686,1.96078431372549,56.8627450980392,NA
"158","China Rock",2023-04-20,"Spring","CQ","3",1,1,36.60607,-121.95967,NA,14.4230769230769,6.73076923076923,0.961538461538462,0,0.961538461538462,5.76923076923077,26.9230769230769,0,"",4.80769230769231,36.5384615384615,0.961538461538462,1.92307692307692,0,0,"",0,"",0,70,30,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",104,33.6538461538462,7.69230769230769,22.1153846153846,2.88461538461538,39.4230769230769,NA
"159","China Rock",2023-04-20,"Spring","CQ","4",NA,2,36.60591,-121.96001,NA,10.7843137254902,4.90196078431373,0.980392156862745,0,2.94117647058824,5.88235294117647,3.92156862745098,0,"",0,62.7450980392157,0,5.88235294117647,1.96078431372549,0,"",0,"",60,10,30,0,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",102,12.7450980392157,5.88235294117647,16.6666666666667,7.84313725490196,70.5882352941176,NA
"160","China Rock",2023-04-20,"Spring","CQ","5",2,NA,36.60599,-121.96005,NA,25.2252252252252,7.20720720720721,0.900900900900901,0,0.900900900900901,9.00900900900901,25.2252252252252,0,"",0,21.6216216216216,0,5.40540540540541,3.6036036036036,0.900900900900901,"tubeworm ",0,"",0,85,15,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",111,35.1351351351351,8.10810810810811,33.3333333333333,9.90990990990991,31.5315315315315,NA
"161","Cannery Row",2023-04-21,"Spring","CQ","1",1,1,36.61383,-121.89743,NA,9.1743119266055,13.7614678899083,0.917431192660551,0,1.8348623853211,0.917431192660551,0.917431192660551,0,"",0,44.0366972477064,16.5137614678899,11.9266055045872,0,0,"",1,"Macrocystis pyrifera",90,10,0,0,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",109,3.6697247706422,14.6788990825688,23.8532110091743,28.4403669724771,72.4770642201835,NA
"162","Cannery Row",2023-04-21,"Spring","CQ","2",1,1,36.61395,-121.89764,NA,18.5185185185185,3.7037037037037,7.40740740740741,0,11.1111111111111,0,25,0,"",0,21.2962962962963,9.25925925925926,1.85185185185185,1.85185185185185,0,"",1,"Egregia menziesii",0,80,20,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",108,36.1111111111111,11.1111111111111,29.6296296296296,12.962962962963,34.2592592592593,NA
"163","Cannery Row",2023-04-21,"Spring","CQ","3",1,1,36.61418,-121.89782,NA,13.8297872340426,8.51063829787234,3.19148936170213,0,3.19148936170213,0,9.57446808510638,0,"",0,43.6170212765958,13.8297872340426,4.25531914893617,0,0,"",0,"",100,0,0,0,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",94,12.7659574468085,11.7021276595745,25.531914893617,18.0851063829787,61.7021276595745,NA
"164","Cannery Row",2023-04-21,"Spring","CQ","4",2,2,36.61446,-121.89783,NA,19.3548387096774,3.2258064516129,1.61290322580645,0,4.03225806451613,0,16.9354838709677,3.2258064516129,"Macrocystis pyrifera?",0,36.2903225806452,1.61290322580645,0.806451612903226,9.67741935483871,3.2258064516129,"tube worms",1,"Macrocystis pyrifera",100,0,0,0,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",124,24.1935483870968,4.83870967741935,24.1935483870968,15.3225806451613,51.6129032258064,NA
"165","Cannery Row",2023-04-21,"Spring","CQ","5",2,2,36.6145,-121.89776,NA,13.7254901960784,6.86274509803922,2.94117647058824,0,1.96078431372549,0.980392156862745,20.5882352941176,0,"",0,47.0588235294118,1.96078431372549,0.980392156862745,1.96078431372549,0.980392156862745,"tube snail",1,"Egregia menziesii",100,0,0,0,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",102,23.5294117647059,9.80392156862745,23.5294117647059,5.88235294117647,52.9411764705882,NA
"166","Otter Cove",2023-04-21,"Spring","CQ","1",NA,2,36.62967,-121.92134,NA,38.1944444444444,10.4166666666667,4.86111111111111,0,10.4166666666667,0.694444444444444,13.1944444444444,0,"",0.694444444444444,13.8888888888889,2.08333333333333,0,5.55555555555556,0,"",0,"",95,0,0,5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",144,24.3055555555556,15.2777777777778,53.4722222222222,7.63888888888889,21.5277777777778,NA
"167","Otter Cove",2023-04-21,"Spring","CQ","2",NA,2,36.62963,-121.92136,NA,13.0081300813008,20.3252032520325,2.4390243902439,0,24.390243902439,0.813008130081301,26.8292682926829,0,"",0,9.75609756097561,0,2.4390243902439,0,0,"",0,"",100,0,0,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",123,52.0325203252033,22.7642276422764,35.7723577235772,2.4390243902439,12.1951219512195,NA
"168","Otter Cove",2023-04-21,"Spring","CQ","3",2,1,36.62808,-121.92039,NA,34.6534653465347,6.93069306930693,6.93069306930693,0.99009900990099,12.8712871287129,0,8.91089108910891,0,"",11.8811881188119,8.91089108910891,0,3.96039603960396,2.97029702970297,0.99009900990099,"tube worms",1,"Macrocystis pyrifera",100,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",101,21.7821782178218,13.8613861386139,48.5148514851485,7.92079207920792,16.8316831683168,NA
"169","Otter Cove",2023-04-21,"Spring","CQ","4",2,1,36.62802,-121.92038,NA,35.0877192982456,11.4035087719298,2.63157894736842,1.75438596491228,20.1754385964912,0,24.5614035087719,0,"",0.87719298245614,2.63157894736842,0,0.87719298245614,0,0,"",0,"",98,0,2,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",114,44.7368421052632,14.0350877192982,49.1228070175439,0.87719298245614,3.50877192982456,NA
"170","Otter Cove",2023-04-21,"Spring","CQ","5",2,1,36.62802,-121.92026,NA,19.4444444444444,24.0740740740741,15.7407407407407,0.925925925925926,3.7037037037037,0,9.25925925925926,8.33333333333333,"",5.55555555555556,9.25925925925926,0,0,1.85185185185185,1.85185185185185,"1 tube worm 1 sponge",0,"",0,85,15,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",108,21.2962962962963,39.8148148148148,59.2592592592593,3.7037037037037,12.962962962963,NA
"171","Soberanes Pt.",2023-04-22,"Spring","CQ","1",NA,NA,36.45275,-121.93027,NA,4.23728813559322,33.8983050847458,6.77966101694915,0,0.847457627118644,8.47457627118644,14.4067796610169,18.6440677966102,"Alaria marginata",0,0,0,11.0169491525424,0,1.69491525423729,"sponge",0,"",100,0,0,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",118,42.3728813559322,40.6779661016949,44.9152542372881,12.7118644067797,12.7118644067797,NA
"172","Soberanes Pt.",2023-04-22,"Spring","CQ","2",1,1,36.45284,-121.93015,NA,11.5107913669065,15.8273381294964,5.03597122302158,0,0,9.35251798561151,4.31654676258993,39.568345323741,"Alaria marginata, Egregia menziesii",0,5.75539568345324,0,4.31654676258993,2.15827338129496,2.15827338129496,"sponge",0,"",100,0,0,0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139,53.2374100719424,20.863309352518,32.3741007194245,8.63309352517986,14.3884892086331,NA
"173","Soberanes Pt.",2023-04-22,"Spring","CQ","3",1,1,36.45285,-121.93006,NA,11.3475177304965,19.8581560283688,7.09219858156028,2.12765957446809,4.9645390070922,2.83687943262411,2.83687943262411,12.0567375886525,"Alaria marginata, Egregia menziesii",0,4.25531914893617,0.709219858156028,17.7304964539007,0,14.1843971631206,"18 tubeworm, 2 sponge",0,"",100,0,0,0,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",141,22.6950354609929,26.9503546099291,38.2978723404255,32.6241134751773,36.8794326241135,NA
"174","Soberanes Pt.",2023-04-22,"Spring","CQ","4",2,NA,36.4527,-121.92973,NA,3.1496062992126,22.8346456692913,18.1102362204724,0,3.1496062992126,13.3858267716535,0,11.8110236220472,"Alaria marginata, Egregia menziesii",7.08661417322835,0.78740157480315,14.9606299212598,2.36220472440945,2.36220472440945,0,"",0,"",100,0,0,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",127,28.3464566929134,40.9448818897638,44.0944881889764,19.6850393700787,20.4724409448819,NA
"175","Soberanes Pt.",2023-04-22,"Spring","CQ","5",NA,2,36.45235,-121.92998,NA,2.65486725663717,21.2389380530973,12.3893805309735,0,1.76991150442478,4.42477876106195,0,14.1592920353982,"14 Alaria marginata, 2 Egregia menziesii",0,7.07964601769912,29.2035398230088,6.19469026548673,0.884955752212389,0,"",1,"Alaria marginata",100,0,0,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",113,20.353982300885,33.6283185840708,36.283185840708,36.283185840708,43.3628318584071,NA
"176","Hopkins",2023-04-23,"Spring","CQ","2",NA,NA,36.62166,-121.90329,NA,1.98019801980198,0.99009900990099,12.8712871287129,0.99009900990099,0,0,0,0,"",0,41.5841584158416,39.6039603960396,0,0.99009900990099,0.99009900990099,"tube worm",0,"",100,0,0,0,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",101,0,13.8613861386139,15.8415841584158,41.5841584158416,83.1683168316832,NA
"177","Hopkins",2023-04-23,"Spring","CQ","5",NA,NA,36.62111,-121.90307,NA,20.2020202020202,10.1010101010101,6.06060606060606,0,0,0,47.4747474747475,0,"",5.05050505050505,6.06060606060606,3.03030303030303,0,2.02020202020202,0,"",0,"",100,0,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",99,47.4747474747475,16.1616161616162,36.3636363636364,5.05050505050505,11.1111111111111,NA
"178","Pt. Pinos",2023-04-23,"Spring","CQ","1",NA,NA,36.63767,-121.93603,NA,22.4489795918367,14.2857142857143,1.02040816326531,0,9.18367346938776,1.02040816326531,25.5102040816327,0,"",17.3469387755102,6.12244897959184,1.02040816326531,1.02040816326531,0,1.02040816326531,"tube worm",0,"",100,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",98,35.7142857142857,15.3061224489796,37.7551020408163,3.06122448979592,9.18367346938776,NA
"179","Pt. Pinos",2023-04-23,"Spring","CQ","2",NA,1,36.63799,-121.93672,NA,14.6551724137931,2.58620689655172,1.72413793103448,0,0.862068965517241,1.72413793103448,20.6896551724138,0,"",0.862068965517241,51.7241379310345,5.17241379310345,0,0,0,"",1,"Macrocystis pyrifera",0,60,40,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",116,23.2758620689655,4.31034482758621,18.9655172413793,5.17241379310345,56.8965517241379,NA
"180","Pt. Pinos",2023-04-23,"Spring","CQ","3",NA,1,36.63805,-121.93686,NA,27.1186440677966,1.69491525423729,0.847457627118644,0.847457627118644,0.847457627118644,16.9491525423729,21.1864406779661,0,"",0,11.864406779661,5.93220338983051,11.864406779661,0.847457627118644,0,"",0,"",0,85,5,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",118,38.9830508474576,2.54237288135593,29.6610169491525,18.6440677966102,30.5084745762712,NA
"181","Pt. Pinos",2023-04-23,"Spring","CQ","4",NA,2,36.63844,-121.93713,NA,34.7826086956522,18.4782608695652,1.08695652173913,0,2.17391304347826,5.43478260869565,13.0434782608696,0,"",2.17391304347826,8.69565217391304,3.26086956521739,4.34782608695652,1.08695652173913,5.43478260869565,"4 tube worm, 1 sponge",0,"",95,0,0,5,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",92,20.6521739130435,19.5652173913043,54.3478260869565,14.1304347826087,22.8260869565217,NA
"182","Pt. Pinos",2023-04-23,"Spring","CQ","5",NA,2,36.63849,-121.93727,NA,39.0909090909091,11.8181818181818,1.81818181818182,0,2.72727272727273,1.81818181818182,7.27272727272727,0,"",1.81818181818182,16.3636363636364,8.18181818181818,3.63636363636364,5.45454545454545,0,"",1,"Macrocystis pyrifera",80,10,5,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vertical quadrat",110,11.8181818181818,13.6363636363636,52.7272727272727,17.2727272727273,33.6363636363636,NA
